Ticker,Market Cap,Industry
RGT,,
RHE,5059690,Real Estate Development & Operations
RHI,7861051000,Employment Services
RHP,4234728000,Specialized REITs
RHS,,Exchange Traded Fund
RHT,29333810000,Software
RIBT,33054730,Food Processing
RICK,311290300,Restaurants & Bars
RIF,,
RIG,5659562000,Oil & Gas Drilling
RIGL,639598900,Biotechnology & Medical Research
RIGS,,Exchange Traded Fund
RILY,541775500,Business Support Services
RINF,,Exchange Traded Fund
RING,,Exchange Traded Fund
RIO,100885200000,Integrated  Mining
RIOT,102276300,Biotechnology & Medical Research
RISE,,Exchange Traded Fund
RIV,,
RJF,14508880000,Investment Banking & Brokerage Services
RKDA,29731810,Agricultural Chemicals
RL,11197450000,Apparel & Accessories
RLGT,199411500,Air Freight & Courier Services
RLGY,3057801000,Real Estate Services
RLH,246954000,'Hotels Motels & Cruise Lines'
RLI,2950230000,Property & Casualty Insurance
RLJ,4047258000,Specialized REITs
RLJE,68273510,Entertainment Production
RLY,,Exchange Traded Fund
RM,421649300,Consumer Lending
RMAX,952082800,Real Estate Services
RMBL,58926990,Software
RMBS,1456425000,Semiconductors
RMCF,66967640,Food Processing
RMD,14719180000,Advanced Medical Equipment & Technology
RMGN,13499070,Holding Companies
RMNI,339121200,IT Services & Consulting
RMP,1881354000,Oil & Gas Transportation Services
RMR,2321594000,Real Estate Development & Operations
RMT,,
RMTI,294044600,Pharmaceuticals
RNDB,96396760,Banks
RNDM,,Exchange Traded Fund
RNDV,,Exchange Traded Fund
RNEM,,Exchange Traded Fund
RNET,229457600,Oil Related Services and Equipment
RNG,5836502000,Software
RNGR,139537500,Oil Related Services and Equipment
RNLC,,Exchange Traded Fund
RNMC,,Exchange Traded Fund
RNN,70790100,Biotechnology & Medical Research
RNP,,
RNR,5025462000,Reinsurance
RNSC,,Exchange Traded Fund
RNST,2376587000,Banks
RNWK,134115600,Software
ROAD,621478200,Construction & Engineering
ROAM,,Exchange Traded Fund
ROBO,,Exchange Traded Fund
ROBT,,Exchange Traded Fund
ROCK,1265639000,Steel
RODM,,Exchange Traded Fund
ROG,2173637000,Semiconductors
ROGS,,Exchange Traded Fund
ROIC,2006424000,Commercial REITs
ROK,22353310000,Electrical Components & Equipment
ROKU,3915150000,Entertainment Production
ROL,10935580000,Business Support Services
ROLL,2984206000,Industrial Machinery & Equipment
ROM,,Exchange Traded Fund
ROOF,,Exchange Traded Fund
ROP,28814750000,Industrial Machinery & Equipment
RORE,,Exchange Traded Fund
ROSE,285175000,Oil & Gas Exploration and Production
ROSEU,285175000,Oil & Gas Exploration and Production
ROST,29283450000,Apparel & Accessories Retailers
ROUS,,Exchange Traded Fund
ROX,206015900,Distillers & Wineries
ROYT,81796290,Oil & Gas Exploration and Production
RP,5036492000,Software
RPAI,2583382000,Commercial REITs
RPD,1394354000,Software
RPG,,Exchange Traded Fund
RPM,6891086000,Commodity Chemicals
RPT,949152800,Commercial REITs
RPUT,,Exchange Traded Fund
RPV,,Exchange Traded Fund
RPXC,521809300,Business Support Services
RQI,,
RRC,3788406000,Oil & Gas Exploration and Production
RRD,447811000,Commercial Printing Services
RRGB,622631000,Restaurants & Bars
RRR,3955844000,Casinos & Gaming
RRTS,84689100,Air Freight & Courier Services
RS,6720049000,Steel
RSG,22204090000,Environmental Services & Equipment
RSLS,10263200,Advanced Medical Equipment & Technology
RSO,,Specialized REITs
RSP,,Exchange Traded Fund
RSPP,7040170000,Oil & Gas Exploration and Production
RST,373285500,Software
RSX,,Exchange Traded Fund
RSXJ,,Exchange Traded Fund
RSYS,29952360,Computer Hardware
RTEC,1033698000,Industrial Machinery & Equipment
RTH,,Exchange Traded Fund
RTIX,288593600,'Medical Equipment Supplies & Distribution'
RTL,,Exchange Traded Fund
RTM,,Exchange Traded Fund
RTN,60687310000,Aerospace & Defense
RTRX,1155579000,Biotechnology & Medical Research
RTTR,16748810,Biotechnology & Medical Research
RUBI,115668600,IT Services & Consulting
RUN,1189175000,Renewable Energy Equipment & Services
RUSHA,1691612000,'Auto Vehicles Parts & Service Retailers
RUSHB,1691612000,'Auto Vehicles Parts & Service Retailers
RUSL,,Exchange Traded Fund
RUSS,,Exchange Traded Fund
RUTH,821441300,Restaurants & Bars
RVEN,42755030,Residential REITs
RVLT,99294970,Communications & Networking
RVNC,1145818000,Biotechnology & Medical Research
RVNU,,Exchange Traded Fund
RVP,28909810,'Medical Equipment Supplies & Distribution'
RVRS,,
RVSB,197031100,Banks
RVT,,
RWC,53993880,Aerospace & Defense
RWGE,,
RWGE.U,,
RWJ,,Exchange Traded Fund
RWK,,Exchange Traded Fund
RWL,,Exchange Traded Fund
RWLK,31506900,'Medical Equipment Supplies & Distribution'
RWM,,Exchange Traded Fund
RWO,,Exchange Traded Fund
RWR,,Exchange Traded Fund
RWT,1246102000,Specialized REITs
RWW,,Exchange Traded Fund
RWX,,Exchange Traded Fund
RXD,,Exchange Traded Fund
RXI,,Exchange Traded Fund
RXII,9745250,Biotechnology & Medical Research
RXL,,Exchange Traded Fund
RXN,3012455000,Industrial Machinery & Equipment
RY,110270100000,Banks
RYAAY,22596130000,Airlines
RYAM,945561100,Specialty Chemicals
RYB,488717800,Personal Services
RYE,,Exchange Traded Fund
RYF,,Exchange Traded Fund
RYH,,Exchange Traded Fund
RYI,425173700,Steel
RYJ,,Exchange Traded Fund
RYN,4954457000,Specialized REITs
RYT,,Exchange Traded Fund
RYTM,831136200,Biotechnology & Medical Research
RYU,,Exchange Traded Fund
RZG,,Exchange Traded Fund
RZV,,Exchange Traded Fund
S,20615690000,Wireless Telecommunications Services
SA,689518800,Integrated  Mining
SAA,,Exchange Traded Fund
SABR,6603986000,Software
SACH,59967220,Consumer Lending
SAEX,21513820,Oil Related Services and Equipment
SAFE,343609100,Diversified REITs
SAFM,2305500000,Food Processing
SAFT,1310851000,Property & Casualty Insurance
SAGE,7110688000,Biotechnology & Medical Research
SAGG,,Exchange Traded Fund
SAH,921695600,'Auto Vehicles Parts & Service Retailers
SAIA,2112214000,Ground Freight & Logistics
SAIC,3566416000,IT Services & Consulting
SAIL,2142630000,Software
SAL,123444900,Banks
SALM,100751100,Broadcasting
SALT,554589600,Marine Freight & Logistics
SAM,2824995000,Brewers
SAMG,211223000,Investment Management & Fund Operators
SAN,93805010000,Banks
SAND,847262000,Gold
SANM,2034060000,Semiconductors
SANW,85199820,Fishing & Farming
SAP,140843500000,Software
SAR,144117900,Investment Trusts
SASR,1486582000,Banks
SATS,4613163000,Communications & Networking
SAUC,31229970,Restaurants & Bars
SAVE,2595573000,Airlines
SB,308669400,Marine Freight & Logistics
SBAC,18189020000,Specialized REITs
SBB,,Exchange Traded Fund
SBBP,343786700,Pharmaceuticals
SBBX,241063100,Banks
SBCF,1487487000,Banks
SBFG,121934500,Banks
SBGI,2947900000,Broadcasting
SBGL,1377660000,Gold
SBH,1892444000,Other Specialty Retailers
SBI,,
SBIO,,Exchange Traded Fund
SBLK,803924900,Marine Freight & Logistics
SBM,,Exchange Traded Fund
SBNY,7159981000,Banks
SBOT,21355790,Biotechnology & Medical Research
SBOW,319631800,Oil & Gas Exploration and Production
SBPH,177051700,Biotechnology & Medical Research
SBR,707098200,Oil & Gas Exploration and Production
SBRA,3622698000,Specialized REITs
SBS,4904409000,Water Utilities
SBSI,1193189000,Banks
SBT,729850800,Banks
SBUX,79929600000,Restaurants & Bars
SC,7095222000,Consumer Lending
SCAC,579622400,Holding Companies
SCACU,579622400,Holding Companies
SCAP,,Exchange Traded Fund
SCC,,Exchange Traded Fund
SCCO,38690070000,Specialty Mining & Metals
SCD,,
SCG,5107514000,Electric Utilities
SCHA,,Exchange Traded Fund
SCHB,,Exchange Traded Fund
SCHC,,Exchange Traded Fund
SCHD,,Exchange Traded Fund
SCHE,,Exchange Traded Fund
SCHF,,Exchange Traded Fund
SCHG,,Exchange Traded Fund
SCHH,,Exchange Traded Fund
SCHK,,Exchange Traded Fund
SCHL,1534915000,Consumer Publishing
SCHM,,Exchange Traded Fund
SCHN,814545700,Steel
SCHO,,Exchange Traded Fund
SCHP,,Exchange Traded Fund
SCHR,,Exchange Traded Fund
SCHV,,Exchange Traded Fund
SCHW,77308300000,Investment Banking & Brokerage Services
SCHX,,Exchange Traded Fund
SCHZ,,Exchange Traded Fund
SCI,6862561000,Personal Services
SCID,,Exchange Traded Fund
SCIF,,Exchange Traded Fund
SCIJ,,Exchange Traded Fund
SCIN,,Exchange Traded Fund
SCIU,,Exchange Traded Fund
SCIX,,Exchange Traded Fund
SCJ,,Exchange Traded Fund
SCKT,15638090,Computer Hardware
SCL,1626742000,Specialty Chemicals
SCM,210271200,Closed End Funds
SCO,,Exchange Traded Fund
SCON,11337890,Wireless Telecommunications Services
SCPH,259221800,'Medical Equipment Supplies & Distribution'
SCS,1645813000,Business Support Supplies
SCSC,988332900,Computer Hardware
SCTO,,Exchange Traded Fund
SCVL,514220600,Apparel & Accessories Retailers
SCWX,857897600,IT Services & Consulting
SCX,48308370,Industrial Machinery & Equipment
SCYX,81507590,Pharmaceuticals
SCZ,,Exchange Traded Fund
SD,499555800,Oil & Gas Exploration and Production
SDCI,,Exchange Traded Fund
SDD,,Exchange Traded Fund
SDEM,,Exchange Traded Fund
SDI,180757200,Holding Companies
SDIV,,Exchange Traded Fund
SDLP,307602400,Oil & Gas Drilling
SDOG,,Exchange Traded Fund
SDOW,,Exchange Traded Fund
SDP,,Exchange Traded Fund
SDPI,49561010,Oil Related Services and Equipment
SDR,84532500,Oil & Gas Exploration and Production
SDRL,220973600,Oil & Gas Drilling
SDS,,Exchange Traded Fund
SDT,33600000,Oil & Gas Exploration and Production
SDVY,,Exchange Traded Fund
SDY,,Exchange Traded Fund
SE,4877108000,Software
SEA,,Exchange Traded Fund
SEAC,102925600,Software
SEAS,1577943000,Leisure & Recreation
SEB,4683371000,Food Processing
SECO,499533900,Internet Services
SECT,,
SEDG,2653384000,Renewable Energy Equipment & Services
SEE,7376245000,Non-Paper Containers & Packaging
SEED,17133850,Fishing & Farming
SEF,,Exchange Traded Fund
SEIC,10291290000,Investment Management & Fund Operators
SEII,17681260,Steel
SELB,277138000,Biotechnology & Medical Research
SELF,31847460,Specialized REITs
SEM,2446627000,Healthcare Facilities & Services
SEMG,1900655000,Oil & Gas Transportation Services
SEND,1155127000,Software
SENEA,286527800,Food Processing
SENEB,286527800,Food Processing
SENS,446592000,Biotechnology & Medical Research
SEP,15013680000,Oil & Gas Transportation Services
SERV,7737187000,Business Support Services
SES,34005400,Renewable Energy Equipment & Services
SESN,84198730,Biotechnology & Medical Research
SF,4344293000,Investment Banking & Brokerage Services
SFBC,96543110,Banks
SFBS,2269457000,Banks
SFE,269346800,Investment Management & Fund Operators
SFHY,,Exchange Traded Fund
SFIG,,Exchange Traded Fund
SFIX,1944734000,Internet Services
SFL,1677939000,Oil & Gas Transportation Services
SFLY,3081273000,Other Specialty Retailers
SFM,2880850000,Food Retail & Distribution
SFNC,2905658000,Banks
SFS,356218600,Food Retail & Distribution
SFST,347678800,Banks
SFUN,2397095000,Real Estate Services
SGA,231105300,Broadcasting
SGB,55523370,Banks
SGBX,21002000,Shipbuilding
SGC,366348700,Apparel & Accessories
SGDJ,,Exchange Traded Fund
SGDM,,Exchange Traded Fund
SGEN,8827341000,Biotechnology & Medical Research
SGH,1006050000,Semiconductors
SGLB,6836190,Business Support Services
SGMA,26809040,Semiconductors
SGMO,1583316000,Biotechnology & Medical Research
SGMS,5462446000,Casinos & Gaming
SGOC,14130540,Electronic Equipments & Parts
SGOL,,Exchange Traded Fund
SGRP,26842020,Advertising & Marketing
SGRY,809506000,Healthcare Facilities & Services
SGU,498774400,Oil & Gas Refining and Marketing
SGYP,402186800,Biotechnology & Medical Research
SH,,Exchange Traded Fund
SHAG,,Exchange Traded Fund
SHAK,2150362000,Restaurants & Bars
SHBI,242069000,Banks
SHE,,Exchange Traded Fund
SHEN,1498560000,Integrated Telecommunications Services
SHG,20400750000,Banks
SHI,9271419000,Oil & Gas Refining and Marketing
SHIP,34415410,Marine Freight & Logistics
SHLD,376771400,Department Stores
SHLM,1302070000,Commodity Chemicals
SHLO,237877000,'Auto Truck & Motorcycle Parts'
SHLX,5087242000,Oil & Gas Transportation Services
SHM,,Exchange Traded Fund
SHNY,,Exchange Traded Fund
SHO,3880573000,Specialized REITs
SHOO,3091320000,Footwear
SHOP,15172460000,Internet Services
SHOS,60160650,Department Stores
SHPG,50269950000,Pharmaceuticals
SHSP,67911790,IT Services & Consulting
SHV,,Exchange Traded Fund
SHW,36693300000,Commodity Chemicals
SHY,,Exchange Traded Fund
SHYD,,Exchange Traded Fund
SHYG,,Exchange Traded Fund
SHYL,,
SID,3104582000,Steel
SIEB,238440100,Investment Banking & Brokerage Services
SIEN,334136200,'Medical Equipment Supplies & Distribution'
SIF,31890940,Steel
SIFI,183716000,Banks
SIFY,344564400,Integrated Telecommunications Services
SIG,2515421000,Apparel & Accessories Retailers
SIGA,483008000,Biotechnology & Medical Research
SIGI,3307485000,Property & Casualty Insurance
SIGM,245367100,Computer Hardware
SIJ,,Exchange Traded Fund
SIL,,Exchange Traded Fund
SILC,300924300,Communications & Networking
SILJ,,Exchange Traded Fund
SIM,1614250000,Steel
SIMO,1750329000,Semiconductors
SINA,6500239000,Internet Services
SINO,17026730,Marine Port Services
SIR,1903447000,Commercial REITs
SIRI,31127270000,Broadcasting
SITE,3002830000,Fishing & Farming
SITO,96460340,Software
SIVB,16923050000,Banks
SIVR,,Exchange Traded Fund
SIX,5368547000,Leisure & Recreation
SIZ,,Exchange Traded Fund
SIZE,,Exchange Traded Fund
SJB,,Exchange Traded Fund
SJI,2820736000,Natural Gas Utilities
SJM,12466370000,Food Processing
SJNK,,Exchange Traded Fund
SJR,10297080000,Integrated Telecommunications Services
SJT,297364100,Oil & Gas Exploration and Production
SJW,1299306000,Water Utilities
SKF,,Exchange Traded Fund
SKIS,70611120,'Hotels Motels & Cruise Lines'
SKM,17050460000,Wireless Telecommunications Services
SKOR,,Exchange Traded Fund
SKT,1986753000,Commercial REITs
SKX,4928459000,Footwear
SKY,252073000,Heavy Machinery & Vehicles
SKYS,60309810,Independent Power Producers
SKYW,3043833000,Airlines
SKYY,,Exchange Traded Fund
SLAB,4567362000,Semiconductors
SLB,95020140000,Oil Related Services and Equipment
SLCA,2410592000,Specialty Mining & Metals
SLCT,182328500,Banks
SLD,486678000,Diversified REITs
SLDB,672004200,Biotechnology & Medical Research
SLF,25785260000,Life & Health Insurance
SLG,8476207000,Commercial REITs
SLGL,182867200,Biotechnology & Medical Research
SLGN,3084619000,Non-Paper Containers & Packaging
SLIM,,Exchange Traded Fund
SLM,5005044000,Consumer Lending
SLNO,40521560,'Medical Equipment Supplies & Distribution'
SLP,341322500,Advanced Medical Equipment & Technology
SLQD,,Exchange Traded Fund
SLRC,916214700,Closed End Funds
SLS,33947950,Pharmaceuticals
SLT,,
SLV,,Exchange Traded Fund
SLVP,,Exchange Traded Fund
SLX,,Exchange Traded Fund
SLY,,Exchange Traded Fund
SLYG,,Exchange Traded Fund
SLYV,,Exchange Traded Fund
SM,2753085000,Oil & Gas Exploration and Production
SMAR,2228106000,Software
SMB,,Exchange Traded Fund
SMBC,327330000,Banks
SMBK,283990600,Banks
SMCI,1154024000,Computer Hardware
SMCP,,Exchange Traded Fund
SMDD,,Exchange Traded Fund
SMDV,,Exchange Traded Fund
SMED,60950860,Environmental Services & Equipment
SMEZ,,Exchange Traded Fund
SMFG,59277820000,Banks
SMG,4756476000,Agricultural Chemicals
SMH,,Exchange Traded Fund
SMHI,420296600,Oil & Gas Transportation Services
SMI,6384332000,Semiconductors
SMIN,,Exchange Traded Fund
SMIT,8987730,Industrial Machinery & Equipment
SMLF,,Exchange Traded Fund
SMLL,,Exchange Traded Fund
SMLP,1190064000,Oil & Gas Transportation Services
SMLV,,Exchange Traded Fund
SMM,,
SMMD,,Exchange Traded Fund
SMMF,323170900,Banks
SMMT,215871280,Biotechnology & Medical Research
SMMU,,Exchange Traded Fund
SMMV,,Exchange Traded Fund
SMN,,Exchange Traded Fund
SMP,997317600,'Auto Truck & Motorcycle Parts'
SMPL,971922100,Food Processing
SMRT,163374600,Apparel & Accessories Retailers
SMSI,42814330,Software
SMTA/I,,
SMTC,2981341000,Semiconductors
SMTS,459714940,Integrated  Mining
SMTX,51277120,Semiconductors
SN,301510300,Oil & Gas Exploration and Production
SNA,8558896000,Industrial Machinery & Equipment
SNAP,13475010000,Software
SNBR,1037359000,Home Furnishings
SND,251792600,Construction Materials
SNDE,375195170,Oil & Gas Exploration and Production
SNDR,5209972000,Ground Freight & Logistics
SNDX,224081500,Pharmaceuticals
SNE,58910210000,Household Electronics
SNES,20176010,Biotechnology & Medical Research
SNFCA,90373410,Life & Health Insurance
SNGX,13810340,Biotechnology & Medical Research
SNH,4065828000,Diversified REITs
SNHY,1595534000,Industrial Machinery & Equipment
SNLN,,Exchange Traded Fund
SNMP,182053200,Oil & Gas Exploration and Production
SNMX,67142950,Biotechnology & Medical Research
SNN,15905660000,'Medical Equipment Supplies & Distribution'
SNNA,308498100,Biotechnology & Medical Research
SNOA,23853760,Pharmaceuticals
SNP,128113000000,Oil & Gas Refining and Marketing
SNPS,13135400000,Software
SNR,642404200,Residential REITs
SNSR,,Exchange Traded Fund
SNSS,82147100,Biotechnology & Medical Research
SNV,6454033000,Banks
SNX,4335802000,Computer Hardware
SNY,96280980000,Pharmaceuticals
SO,45037530000,Electric Utilities
SOCL,,Exchange Traded Fund
SODA,1900480100,Non-Alcoholic Beverages
SOFO,10216480,IT Services & Consulting
SOGO,3829090000,Internet Services
SOHO,96305770,Specialized REITs
SOHU,1454320000,Internet Services
SOI,781857500,Oil Related Services and Equipment
SOIL,,Exchange Traded Fund
SOL,102694400,Renewable Energy Equipment & Services
SON,5171307000,Non-Paper Containers & Packaging
SONA,412319600,Banks
SONC,910294900,Restaurants & Bars
SOR,,
SORL,89767880,'Auto Truck & Motorcycle Parts'
SOVB,,Exchange Traded Fund
SOXL,,Exchange Traded Fund
SOXS,,Exchange Traded Fund
SOXX,,Exchange Traded Fund
SOYB,,Exchange Traded Fund
SP,811529600,Highways & Rail Tracks
SPA,181057300,Semiconductors
SPAB,,
SPAR,568228800,Auto & Truck Manufacturers
SPB,4442612000,Electrical Components & Equipment
SPCB,29876680,Semiconductors
SPDN,,Exchange Traded Fund
SPDV,,Exchange Traded Fund
SPDW,,Exchange Traded Fund
SPE,,
SPEM,,Exchange Traded Fund
SPEX,8857800,Business Support Services
SPFF,,Exchange Traded Fund
SPG,49393720000,Commercial REITs
SPGI,50350470000,Professional Information Services
SPH,1421535000,Oil & Gas Refining and Marketing
SPHB,,Exchange Traded Fund
SPHD,,Exchange Traded Fund
SPHQ,,Exchange Traded Fund
SPHS,107195700,Pharmaceuticals
SPI,296096400,Renewable Energy Equipment & Services
SPIB,,
SPKE,356652700,Electric Utilities
SPLB,,Exchange Traded Fund
SPLG,,Exchange Traded Fund
SPLK,15986140000,Software
SPLP,455256100,Holding Companies
SPLV,,Exchange Traded Fund
SPMD,,
SPMO,,Exchange Traded Fund
SPMV,,Exchange Traded Fund
SPN,1732088000,Oil Related Services and Equipment
SPNE,169784100,'Medical Equipment Supplies & Distribution'
SPNS,452989400,Software
SPOK,306065900,Wireless Telecommunications Services
SPOT,27892470000,Internet Services
SPPI,1952074000,Biotechnology & Medical Research
SPPP,,Exchange Traded Fund
SPR,9859525000,Aerospace & Defense
SPRO,149672400,Biotechnology & Medical Research
SPRT,53582260,IT Services & Consulting
SPSB,,
SPSC,1272502000,Air Freight & Courier Services
SPSM,,Exchange Traded Fund
SPTL,,Exchange Traded Fund
SPTM,,Exchange Traded Fund
SPTN,695568100,Food Retail & Distribution
SPTS,,Exchange Traded Fund
SPUN,,Exchange Traded Fund
SPUU,,Exchange Traded Fund
SPVM,,Exchange Traded Fund
SPVU,,Exchange Traded Fund
SPWH,219481400,Apparel & Accessories Retailers
SPWR,1239592000,Renewable Energy Equipment & Services
SPXB,,Exchange Traded Fund
SPXC,1497144000,Industrial Machinery & Equipment
SPXE,,Exchange Traded Fund
SPXL,,Exchange Traded Fund
SPXS,,Exchange Traded Fund
SPXT,,Exchange Traded Fund
SPXU,,Exchange Traded Fund
SPXV,,Exchange Traded Fund
SPXX,,
SPY,,Exchange Traded Fund
SPYB,,Exchange Traded Fund
SPYD,,Exchange Traded Fund
SPYG,,Exchange Traded Fund
SPYV,,Exchange Traded Fund
SPYX,,Exchange Traded Fund
SQ,22346760000,Software
SQBG,132235500,Apparel & Accessories Retailers
SQLV,,Exchange Traded Fund
SQM,13579270000,Agricultural Chemicals
SQNS,179144100,Semiconductors
SQQQ,,Exchange Traded Fund
SQZZ,,Exchange Traded Fund
SR,3394807000,Natural Gas Utilities
SRAX,34519050,Advertising & Marketing
SRC,3698378000,Commercial REITs
SRC/I,,
SRCE,1390938000,Banks
SRCI,2938546000,Oil & Gas Exploration and Production
SRCL,5416994000,Environmental Services & Equipment
SRDX,659583300,'Medical Equipment Supplies & Distribution'
SRE,27784660000,Multiline Utilities
SRET,,Exchange Traded Fund
SREV,402083500,IT Services & Consulting
SRF,,
SRG,1577514000,Commercial REITs
SRI,887585500,'Auto Truck & Motorcycle Parts'
SRLN,,Exchange Traded Fund
SRLP,513636600,Oil & Gas Refining and Marketing
SRNE,728674100,Biotechnology & Medical Research
SRPT,6005920000,Biotechnology & Medical Research
SRRA,178347500,Biotechnology & Medical Research
SRRK,366608000,Pharmaceuticals
SRS,,Exchange Traded Fund
SRT,110919500,Business Support Services
SRTS,92469420,Advanced Medical Equipment & Technology
SRTY,,Exchange Traded Fund
SRV,,
SRVR,,Exchange Traded Fund
SSB,3312739000,Banks
SSBI,96091410,Banks
SSC,181843900,IT Services & Consulting
SSD,2936163000,Construction Supplies & Fixtures
SSFN,106267400,Banks
SSG,,Exchange Traded Fund
SSI,82004240,Apparel & Accessories Retailers
SSKN,7623050,Advanced Medical Equipment & Technology
SSL,24049950000,Oil & Gas Refining and Marketing
SSLJ,183480000,Home Improvement Products & Services Retailers
SSNC,11952170000,Software
SSNT,18207700,Software
SSO,,Exchange Traded Fund
SSP,1046416000,Broadcasting
SSRM,1278930000,Precious Metals & Minerals
SSTI,292088500,Software
SSTK,1606264000,Internet Services
SSW,1130399000,Marine Freight & Logistics
SSY,10457710,'Appliances Tools & Housewares'
SSYS,1019237000,Office Equipment
ST,8935494000,Electronic Equipments & Parts
STAA,1169534000,'Medical Equipment Supplies & Distribution'
STAF,6712370,Employment Services
STAG,2578629000,Commercial REITs
STAR,856293900,Diversified REITs
STAY,3800999000,'Hotels Motels & Cruise Lines'
STBA,1582731000,Banks
STBZ,1344757000,Banks
STC,1025440000,Property & Casualty Insurance
STCN,114993400,IT Services & Consulting
STDY,122234500,Biotechnology & Medical Research
STE,8797896000,'Medical Equipment Supplies & Distribution'
STFC,1283204000,Property & Casualty Insurance
STG,1433121000,Internet Services
STI,32054440000,Banks
STIP,,Exchange Traded Fund
STK,,
STKL,682455900,Food Processing
STKS,62910980,Restaurants & Bars
STL,5625563000,Banks
STLD,11664560000,Steel
STLR,188853300,Holding Companies
STM,21942310000,Semiconductors
STML,578526700,Biotechnology & Medical Research
STMP,4442814000,Other Specialty Retailers
STN,2879043000,Construction & Engineering
STND,18675624,Banks
STNG,921931400,Oil & Gas Transportation Services
STNL,345000000,Holding Companies
STNLU,345000000,Holding Companies
STON,232302600,Personal Services
STOR,5230251000,Commercial REITs
STOT,,Exchange Traded Fund
STPZ,,Exchange Traded Fund
STRA,1211206000,Personal Services
STRL,339101000,Construction & Engineering
STRM,29577420,Healthcare Facilities & Services
STRS,258461800,Real Estate Development & Operations
STRT,136862500,'Auto Truck & Motorcycle Parts'
STT,36712550000,Investment Management & Fund Operators
STWD,5703442000,Specialized REITs
STX,16497460000,Computer Hardware
STXB,199977800,Banks
STZ,41463960000,Distillers & Wineries
STZ.B,41463960000,Distillers & Wineries
SU,63952430000,Oil & Gas Refining and Marketing
SUB,,Exchange Traded Fund
SUI,7511282000,Residential REITs
SUM,3226766000,Construction Materials
SUMR,17891110,Toys & Juvenile Products
SUN,2567395000,Oil & Gas Refining and Marketing
SUNS,268517700,Closed End Funds
SUNW,26392060,Renewable Energy Equipment & Services
SUP,452608600,'Auto Truck & Motorcycle Parts'
SUPN,2964080000,Pharmaceuticals
SUPV,1196397000,Banks
SURF,403381800,Biotechnology & Medical Research
SUSA,,Exchange Traded Fund
SUSB,,Exchange Traded Fund
SUSC,,Exchange Traded Fund
SVA,433623700,Pharmaceuticals
SVBI,100874600,Banks
SVM,109582200,Precious Metals & Minerals
SVRA,271789000,Biotechnology & Medical Research
SVT,23260600,'Auto Truck & Motorcycle Parts'
SVU,690146000,Food Retail & Distribution
SVVC,,
SVXY,,Exchange Traded Fund
SWCH,3198365000,Computer Hardware
SWIN,,Exchange Traded Fund
SWIR,642245400,Communications & Networking
SWK,22627980000,Industrial Machinery & Equipment
SWKS,18274830000,Semiconductors
SWM,1351642000,Paper Products
SWN,2611287000,Oil & Gas Exploration and Production
SWX,3556551000,Natural Gas Utilities
SWZ,,
SXC,845740400,Steel
SXCP,695718600,Steel
SXE,126394500,Oil & Gas Transportation Services
SXI,1288283000,Industrial Machinery & Equipment
SXT,2891158000,Specialty Chemicals
SYBT,900183100,Banks
SYBX,238983100,Pharmaceuticals
SYE,,Exchange Traded Fund
SYF,26876880000,Consumer Lending
SYG,,Exchange Traded Fund
SYK,64943480000,'Medical Equipment Supplies & Distribution'
SYKE,1201379000,IT Services & Consulting
SYLD,,Exchange Traded Fund
SYMC,13089600000,Software
SYN,33041690,Biotechnology & Medical Research
SYNA,1462054000,Computer Hardware
SYNC,77593440,IT Services & Consulting
SYNH,4429871000,Biotechnology & Medical Research
SYNL,160261000,Steel
SYNT,2610153000,IT Services & Consulting
SYPR,36162930,'Auto Truck & Motorcycle Parts'
SYRS,429056500,Pharmaceuticals
SYV,,Exchange Traded Fund
SYX,1230096000,Computer & Electronics Retailers
SYY,33874660000,Food Retail & Distribution
SZC,,
SZK,,Exchange Traded Fund
T,199643900000,Wireless Telecommunications Services
TA,123996000,Oil & Gas Refining and Marketing
TAC,1479704000,Independent Power Producers
TACO,463739100,Restaurants & Bars
TACT,79575620,Computer Hardware
TAGS,,Exchange Traded Fund
TAHO,1544918000,Precious Metals & Minerals
TAIL,,
TAIT,9526150,Electronic Equipments & Parts
TAL,22930790000,Personal Services
TALO,,
TAN,,Exchange Traded Fund
TANH,104192800,Commodity Chemicals
TAO,,Exchange Traded Fund
TAP,13367210000,Brewers
TAP.A,13367210000,Brewers
TARO,4607782000,Pharmaceuticals
TAST,458563200,Restaurants & Bars
TAT,86047460,Oil & Gas Exploration and Production
TATT,72834660,Computer Hardware
TAX,145138300,Business Support Services
TAYD,35455830,Industrial Machinery & Equipment
TBBK,646407100,Banks
TBF,,Exchange Traded Fund
TBI,1062595000,Employment Services
TBK,1056256000,Banks
TBLU,,Exchange Traded Fund
TBNK,295227100,Banks
TBPH,1298696000,Pharmaceuticals
TBT,,Exchange Traded Fund
TBX,,Exchange Traded Fund
TCAP,544118900,Closed End Funds
TCBI,4880463000,Banks
TCBK,901334700,Banks
TCCO,8320610,Communications & Networking
TCF,4443573000,Banks
TCFC,206692500,Banks
TCHF,,Exchange Traded Fund
TCI,313926800,Real Estate Development & Operations
TCMD,876960500,'Medical Equipment Supplies & Distribution'
TCO,3265523000,Commercial REITs
TCON,80274590,Biotechnology & Medical Research
TCP,1685683000,Oil & Gas Transportation Services
TCPC,869446000,Closed End Funds
TCRD,253873800,Closed End Funds
TCS,377931500,Other Specialty Retailers
TCTL,,
TCX,658457200,Internet Services
TD,108717300000,Banks
TDC,4702801000,IT Services & Consulting
